ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),City_name,pickup_time,order_time_of_day,Day,Month,Year,is_weekend,Distance
0x9a81 ,INDORES08DEL03 ,37.0,4.5,22.725748,75.898497,22.785747,75.958497,2022-03-15,Sunny,medium,1,meal,scooter,0,No ,urban,22,Indore,10,Evening,15,3,2022,0,9.08645542455488
0x38e0 ,BANGRES010DEL02 ,29.0,4.5,12.933298,77.614293,12.953298,77.634293,2022-03-28,Stormy,low,0,meal,motorcycle,0,No ,urban,15,Bangalore,15,Morning,28,3,2022,0,3.109171787090063
0xac06 ,PUNERES14DEL03 ,30.0,4.7,18.516216,73.842527,18.546216,73.872527,2022-03-28,Sandstorms,medium,2,meal,motorcycle,1,No ,metropolitian,30,Pune,15,Evening,28,3,2022,0,4.6025540957130024
0xd43e ,ALHRES20DEL03 ,25.0,4.7,25.454697,81.834492,25.514697,81.894492,2022-02-13,Sunny,jam,2,buffet,motorcycle,1,No ,metropolitian,18,Allahabad,15,Night,13,2,2022,1,8.998913444238065
0xa021 ,INDORES20DEL03 ,28.0,4.8,22.732225,75.874765,22.792225,75.934765,2022-03-13,Stormy,jam,0,drinks,motorcycle,1,No ,urban,36,Indore,5,Night,13,3,2022,1,9.086339218754537
0xcef ,INDORES13DEL03 ,,,22.745049,75.892471,22.805049,75.952471,2022-04-03,Fog,low,2,drinks,scooter,1,No ,metropolitian,16,Indore,0,0,3,4,2022,1,9.08594698393407
0x74df ,VADRES17DEL01 ,25.0,4.8,,,,,2022-04-01,Windy,high,1,buffet,scooter,1,No ,urban,26,Vadodara,5,Morning,1,4,2022,0,
0xc788 ,AGRRES05DEL02 ,33.0,4.6,27.201725,78.007553,27.251725,78.057553,2022-02-15,Cloudy,jam,1,drinks,motorcycle,1,No ,metropolitian,30,Agra,5,Evening,15,2,2022,0,7.448959122598269
0x5f3c ,BANGRES010DEL03 ,25.0,4.7,12.933298,77.614293,12.963298,77.644293,2022-03-07,Sunny,medium,0,meal,motorcycle,1,No ,metropolitian,23,Bangalore,10,Evening,7,3,2022,0,4.663712090816298
0x77dd ,INDORES18DEL02 ,20.0,4.8,22.753839,75.897429,22.803839,75.947429,2022-04-03,Fog,low,1,meal,motorcycle,1,No ,metropolitian,14,Indore,5,Night,3,4,2022,1,7.571525938261401
0x3d03 ,MYSRES11DEL01 ,37.0,4.7,12.323225,76.630028,12.363225,76.670028,2022-04-05,Stormy,high,1,buffet,scooter,1,No ,urban,26,Mysore,15,Afternoon,5,4,2022,0,6.225472840758259
0x355a ,MYSRES02DEL02 ,28.0,4.6,12.304569,76.643622,12.324569,76.663622,2022-03-07,Stormy,low,1,drinks,motorcycle,0,No ,urban,16,Mysore,15,Morning,7,3,2022,0,3.1129026139870093
0x24af ,PUNERES11DEL03 ,25.0,4.6,18.533811,73.899315,18.563811,73.929315,2022-03-01,Sunny,jam,1,drinks,scooter,,No ,urban,13,Pune,10,Evening,1,3,2022,0,4.6023297139541075
0xbdfc ,JAPRES17DEL02 ,21.0,4.8,26.892312,75.806896,27.022313,75.936896,2022-03-27,Windy,jam,0,buffet,motorcycle,1,No ,urban,31,Jaipur,5,Night,27,3,2022,1,19.387982428259598
0xa5cd ,MYSRES01DEL03 ,38.0,4.7,12.311072,76.654878,12.401072,76.744878,2022-04-02,Fog,jam,0,snack,motorcycle,1,No ,metropolitian,41,Mysore,15,Night,2,4,2022,1,14.006977449575286
0x3f27 ,MYSRES07DEL01 ,22.0,4.9,12.325461,76.632278,12.335461,76.642278,2022-03-13,Fog,high,2,meal,scooter,1,No ,metropolitian,33,Mysore,10,Morning,13,3,2022,1,1.5564052573474971
0x365c ,BANGRES11DEL01 ,27.0,4.6,12.934365,77.616155,12.974365,77.656155,2022-04-03,Fog,medium,0,buffet,motorcycle,0,No ,metropolitian,27,Bangalore,15,Afternoon,3,4,2022,1,6.218208993404633
0xeef ,INDORES19DEL02 ,22.0,4.6,22.745536,75.893106,22.795536,75.943106,2022-03-17,Sandstorms,jam,2,meal,electric_scooter,0,No ,urban,17,Indore,5,Evening,17,3,2022,0,7.5717376153533005
0x15af ,PUNERES06DEL03 ,36.0,4.2,18.546258,73.904337,18.576258,73.934337,2022-03-07,Sandstorms,jam,0,snack,motorcycle,1,No ,urban,37,Pune,5,Night,7,3,2022,0,4.602170864732919
0x98c0 ,JAPRES03DEL01 ,21.0,5.0,26.913483,75.803139,26.953483,75.843139,2022-03-11,Sunny,medium,2,snack,motorcycle,0,No ,urban,11,Jaipur,10,Afternoon,11,3,2022,0,5.966066972769833
0x3095 ,HYDRES08DEL03 ,29.0,4.9,17.438263,78.397865,17.498263,78.457865,2022-04-03,Sunny,medium,2,drinks,electric_scooter,0,No ,metropolitian,15,Hyderabad,15,Evening,3,4,2022,1,9.231497658641269
0x518 ,PUNERES19DEL01 ,,,18.563934,73.915367,18.573935,73.925367,2022-03-11,Sunny,low,1,drinks,motorcycle,1,No ,metropolitian,17,Pune,0,0,11,3,2022,0,1.5341050952658906
0x554d ,CHENRES12DEL01 ,22.0,4.3,12.972793,80.249982,13.042793,80.319982,2022-04-02,Cloudy,jam,2,drinks,electric_scooter,1,No ,metropolitian,42,Chennai,15,Evening,2,4,2022,1,10.880726223228033
0xd597 ,KOCRES20DEL01 ,29.0,4.6,9.979186,76.317361,9.989186,76.327361,2022-02-15,Stormy,high,0,snack,motorcycle,1,No ,metropolitian,16,Kochi,15,Morning,15,2,2022,0,1.5625823804400998
0x7325 ,VADRES09DEL03 ,29.0,4.7,,,,,2022-03-26,Cloudy,jam,0,buffet,motorcycle,1,No ,metropolitian,22,Vadodara,15,Evening,26,3,2022,1,
0xbaa1 ,MUMRES11DEL03 ,21.0,4.7,18.994237,72.825553,19.024237,72.855553,2022-03-30,Sandstorms,jam,1,drinks,motorcycle,0,No ,urban,22,Mumbai,5,Night,30,3,2022,0,4.5963895227121565
0x3041 ,JAPRES02DEL03 ,32.0,3.8,26.914142,75.805704,27.054142,75.945704,2022-03-06,Stormy,jam,1,drinks,motorcycle,0,No ,metropolitian,38,Jaipur,15,Night,6,3,2022,1,20.87707318576191
0x128d ,SURRES19DEL02 ,30.0,3.5,21.149669,72.772629,21.229669,72.852629,2022-03-20,Stormy,jam,2,drinks,scooter,2,No ,metropolitian,40,Surat,10,Night,20,3,2022,1,12.177314872827528
0xac82 ,HYDRES09DEL02 ,22.0,4.1,17.431668,78.408321,17.561668,78.538321,2022-03-29,Sandstorms,medium,0,snack,motorcycle,1,No ,metropolitian,33,Hyderabad,5,Evening,29,3,2022,0,20.000088293997027
0x459d ,MUMRES07DEL02 ,34.0,4.9,19.091458,72.827808,19.171458,72.907808,2022-03-16,Sunny,medium,1,snack,motorcycle,0,No ,metropolitian,20,Mumbai,10,Evening,16,3,2022,0,12.252774313838826
0x447c ,MYSRES04DEL03 ,22.0,4.7,12.3085,76.665808,12.3385,76.695808,2022-03-21,Cloudy,low,1,snack,scooter,0,No ,,14,Mysore,15,Night,21,3,2022,0,4.669276281820943
0x6ed2 ,SURRES13DEL02 ,39.0,5.0,21.170096,72.789122,21.220096,72.839122,2022-03-07,Sunny,jam,0,buffet,motorcycle,0,No ,metropolitian,26,Surat,15,Night,7,3,2022,0,7.61069209133747
0x8323 ,BANGRES08DEL01 ,36.0,4.8,12.906229,77.596791,12.946229,77.636791,2022-04-05,Stormy,high,2,buffet,scooter,0,No ,metropolitian,26,Bangalore,15,Afternoon,5,4,2022,0,6.218550789388137
0x24b7 ,JAPRES15DEL01 ,25.0,4.7,26.891191,75.802083,27.001191,75.912083,2022-03-18,Fog,low,2,meal,scooter,1,No ,urban,24,Jaipur,10,Night,18,3,2022,0,16.405863365160993
0x275f ,BANGRES010DEL01 ,25.0,2.5,12.933298,77.614293,13.003298,77.684293,2022-04-04,Sunny,low,1,drinks,scooter,0,No ,metropolitian,34,Bangalore,10,Night,4,4,2022,0,10.881568808148742
0x5f4 ,JAPRES18DEL02 ,,,26.913987,75.752891,26.963987,75.802891,2022-03-30,Stormy,medium,1,meal,scooter,1,No ,metropolitian,21,Jaipur,0,0,30,3,2022,0,7.457422443072973
0xcfb3 ,GOARES16DEL03 ,33.0,4.6,15.498603,73.826911,15.528603,73.856911,2022-02-13,Sunny,jam,1,drinks,scooter,1,No ,metropolitian,19,Goa,10,Evening,13,2,2022,1,4.638131646784502
0x7c16 ,CHENRES18DEL01 ,25.0,4.6,12.981615,80.231598,12.991615,80.241598,2022-03-28,Sunny,high,2,snack,scooter,0,No ,metropolitian,13,Chennai,15,Morning,28,3,2022,0,1.5544541011163289
0x679b ,PUNERES06DEL02 ,33.0,4.5,18.546258,73.904337,18.676258,74.034337,2022-03-16,Stormy,medium,2,snack,scooter,0,No ,metropolitian,25,Pune,15,Evening,16,3,2022,0,19.93996831722263
0xb98c ,SURRES06DEL02 ,21.0,4.5,21.185047,72.80859,21.205047,72.82859,2022-04-05,Fog,low,0,buffet,motorcycle,1,No ,metropolitian,19,Surat,5,Morning,5,4,2022,0,3.0442773658474787
0x1277 ,SURRES13DEL03 ,38.0,4.8,21.170096,72.789122,21.230096,72.849122,2022-03-17,Cloudy,jam,1,meal,motorcycle,1,No ,metropolitian,29,Surat,5,Night,17,3,2022,0,9.132686680199619
0x28e8 ,COIMBRES05DEL02 ,34.0,4.4,11.022169,76.999594,11.042169,77.019594,2022-03-24,Sandstorms,low,0,snack,motorcycle,1,No ,metropolitian,25,Coimbatore,15,Morning,24,3,2022,0,3.11995747020005
0x5e77 ,INDORES08DEL01 ,32.0,3.9,22.725748,75.898497,22.835748,76.008497,2022-03-10,Stormy,jam,2,meal,scooter,0,No ,metropolitian,37,Indore,15,Night,10,3,2022,0,16.657248405968943
0x83ae ,VADRES07DEL03 ,24.0,4.5,,,,,2022-03-16,Windy,low,1,buffet,motorcycle,0,No ,metropolitian,17,Vadodara,5,Night,16,3,2022,0,
0x8462 ,MYSRES04DEL03 ,23.0,4.1,12.3085,76.665808,12.3385,76.695808,2022-03-11,Windy,low,0,snack,motorcycle,0,No ,metropolitian,21,Mysore,5,Night,11,3,2022,0,4.669276281820943
0x54f6 ,MUMRES07DEL03 ,20.0,4.5,19.091458,72.827808,19.121458,72.857808,2022-03-13,Fog,jam,0,drinks,motorcycle,1,No ,metropolitian,22,Mumbai,5,Evening,13,3,2022,1,4.595118399173862
0x7ae5 ,JAPRES010DEL01 ,34.0,4.3,26.921411,75.793604,26.931411,75.803604,2022-03-30,Sandstorms,low,0,snack,motorcycle,1,No ,metropolitian,34,Jaipur,5,Morning,30,3,2022,0,1.491558184447304
0x40ec ,CHENRES03DEL03 ,37.0,5.0,13.091809,80.219104,13.181809,80.309104,2022-03-04,Sunny,jam,2,meal,motorcycle,,No ,metropolitian,19,Chennai,10,Night,4,3,2022,0,13.985944041722743
0xaa2f ,HYDRES01DEL01 ,39.0,4.8,17.410371,78.437225,17.420371,78.447225,2022-03-24,Cloudy,high,0,snack,motorcycle,1,No ,metropolitian,34,Hyderabad,5,Morning,24,3,2022,0,1.538795627328238
0xcd3 ,PUNERES20DEL03 ,,,18.592718,73.773572,18.652718,73.833572,2022-04-03,,,3,meal,motorcycle,0,No ,metropolitian,21,Pune,0,0,3,4,2022,1,9.20276996736448
0xce6 ,MYSRES16DEL02 ,,,12.316967,76.603067,12.366967,76.653067,2022-03-28,Windy,medium,1,buffet,scooter,0,No ,metropolitian,30,Mysore,0,0,28,3,2022,0,7.781859256224023
0x60cd ,RANCHIRES20DEL01 ,30.0,4.5,23.39925,85.390464,23.43925,85.430464,2022-03-28,Sunny,medium,2,meal,electric_scooter,1,No ,urban,19,Ranchi,15,Evening,28,3,2022,0,6.044000857055289
0xb141 ,HYDRES09DEL01 ,20.0,4.8,17.431668,78.408321,17.541668,78.518321,2022-03-23,Sandstorms,low,1,drinks,motorcycle,0,No ,urban,11,Hyderabad,15,Night,23,3,2022,0,16.923595709187055
0xfd4 ,HYDRES20DEL02 ,33.0,4.8,17.483216,78.552111,17.503216,78.572111,2022-03-21,Fog,low,2,meal,electric_scooter,1,No ,urban,15,Hyderabad,10,Morning,21,3,2022,0,3.0769649203508305
0xbd3c ,VADRES02DEL01 ,31.0,4.9,,,,,2022-04-03,Sandstorms,high,0,snack,motorcycle,1,No ,urban,34,Vadodara,10,Afternoon,3,4,2022,1,
0x3bbc ,VADRES11DEL01 ,24.0,4.7,22.308096,73.167753,22.348096,73.207753,2022-03-03,Windy,high,2,buffet,electric_scooter,0,,urban,10,Vadodara,10,Afternoon,3,3,2022,0,6.066337102249449
0x1aa4 ,COIMBRES11DEL02 ,27.0,4.7,11.001753,76.986241,11.021753,77.006241,2022-03-15,Sunny,low,0,buffet,motorcycle,0,No ,urban,13,Coimbatore,15,Morning,15,3,2022,0,3.120063725666829
0xbcc1 ,HYDRES20DEL03 ,38.0,4.2,17.483216,78.552111,17.513216,78.582111,2022-03-24,Stormy,medium,2,snack,scooter,0,No ,metropolitian,31,Hyderabad,5,Evening,24,3,2022,0,4.615386885814095
0x716c ,INDORES13DEL03 ,30.0,4.8,22.745049,75.892471,22.775049,75.922471,2022-04-03,Cloudy,low,2,drinks,scooter,0,No ,urban,15,Indore,15,Night,3,4,2022,1,4.543202997048455
0xbf5b ,LUDHRES04DEL02 ,,,30.914057,75.83982,30.994057,75.91982,2022-02-12,Stormy,medium,1,drinks,scooter,1,No ,metropolitian,20,Ludhiana,0,0,12,2,2022,1,11.733066758301183
0x3f2d ,HYDRES13DEL01 ,27.0,4.6,17.431477,78.40035,17.441477,78.41035,2022-03-17,Cloudy,low,0,drinks,motorcycle,1,No ,urban,19,Hyderabad,10,Morning,17,3,2022,0,1.5387108487093348
0x51d6 ,RANCHIRES08DEL02 ,38.0,4.1,23.353783,85.326967,23.403783,85.376967,2022-03-05,Stormy,low,0,buffet,motorcycle,1,No ,metropolitian,23,Ranchi,5,Night,5,3,2022,1,7.556056729675612
0x418 ,MYSRES12DEL03 ,,,12.284747,76.625861,12.314747,76.655861,2022-03-30,,,3,buffet,electric_scooter,1,No ,urban,16,Mysore,0,0,30,3,2022,0,4.669482608205786
0x6c3c ,MUMRES09DEL01 ,29.0,4.1,18.994049,72.825203,19.004049,72.835203,2022-03-11,Windy,low,0,snack,motorcycle,1,No ,metropolitian,22,Mumbai,10,Morning,11,3,2022,0,1.5321741386643708
0x45dd ,MUMRES12DEL03 ,38.0,4.5,19.207222,72.972281,19.267222,73.032281,2022-03-26,Fog,medium,2,drinks,scooter,0,No ,metropolitian,19,Mumbai,10,Evening,26,3,2022,1,9.186798779175671
0xbe8b ,VADRES19DEL02 ,31.0,4.6,22.311844,73.165081,22.361844,73.215081,2022-03-11,Sunny,jam,2,buffet,scooter,0,No ,metropolitian,16,Vadodara,5,Night,11,3,2022,0,7.582702017141598
0x8033 ,INDORES06DEL03 ,34.0,4.6,22.728163,75.884212,22.758163,75.914212,2022-04-05,Sandstorms,jam,0,buffet,motorcycle,1,No ,metropolitian,39,Indore,5,Night,5,4,2022,0,4.543461069404691
0x9059 ,SURRES06DEL02 ,33.0,4.7,21.185047,72.80859,21.235047,72.85859,2022-04-05,Cloudy,low,2,snack,motorcycle,1,No ,metropolitian,18,Surat,10,Night,5,4,2022,0,7.6103338514368755
0x3bf1 ,VADRES010DEL02 ,30.0,4.6,22.310329,73.169083,22.440329,73.299083,2022-03-12,Stormy,low,0,snack,motorcycle,1,No ,metropolitian,21,Vadodara,15,Night,12,3,2022,1,19.712511878743996
0x4cd ,MYSRES11DEL02 ,,,12.323225,76.630028,12.403225,76.710028,2022-03-16,,,3,drinks,motorcycle,2,No ,metropolitian,43,Mysore,0,0,16,3,2022,0,12.450480468994792
0x8a3 ,VADRES08DEL02 ,,,,,,,2022-03-24,Cloudy,jam,1,drinks,motorcycle,1,No ,metropolitian,34,Vadodara,0,0,24,3,2022,0,
0x8ef0 ,BANGRES010DEL01 ,39.0,4.6,12.933298,77.614293,12.973298,77.654293,2022-03-15,Fog,high,0,meal,motorcycle,,No ,metropolitian,30,Bangalore,5,Afternoon,15,3,2022,0,6.218221967576282
0x262c ,INDORES04DEL01 ,37.0,4.7,22.753659,75.903365,22.823659,75.973365,2022-03-06,Cloudy,medium,1,buffet,scooter,0,No ,metropolitian,44,Indore,15,Evening,6,3,2022,1,10.599785450786495
0x87b1 ,HYDRES14DEL02 ,31.0,3.7,17.426228,78.407495,17.556228,78.537495,2022-03-18,Cloudy,low,1,drinks,motorcycle,0,No ,metropolitian,37,Hyderabad,10,Night,18,3,2022,0,20.0003733901585
0x8fa7 ,SURRES19DEL02 ,35.0,4.7,21.149669,72.772629,21.199669,72.822629,2022-03-28,Cloudy,medium,1,buffet,scooter,1,No ,urban,19,Surat,15,Evening,28,3,2022,0,7.611181182773586
0x1ace ,SURRES03DEL03 ,21.0,4.9,21.186884,72.793616,21.246884,72.853616,2022-03-07,Sandstorms,jam,0,meal,motorcycle,1,No ,metropolitian,28,Surat,10,Night,7,3,2022,0,9.132203854153923
0x75d3 ,SURRES03DEL03 ,33.0,4.3,21.186884,72.793616,21.246884,72.853616,2022-03-19,Windy,jam,2,drinks,scooter,0,No ,metropolitian,34,Surat,10,Evening,19,3,2022,1,9.132203854153923
0x54b9 ,RANCHIRES09DEL01 ,28.0,4.8,23.351058,85.325731,23.461058,85.435731,2022-03-08,Windy,medium,1,meal,motorcycle,1,No ,metropolitian,15,Ranchi,15,Evening,8,3,2022,0,16.621758142321667
0xe001 ,ALHRES05DEL02 ,32.0,5.0,25.457687,81.835585,25.507687,81.885585,2022-02-17,Stormy,medium,1,snack,motorcycle,0,No ,metropolitian,28,Allahabad,5,Evening,17,2,2022,0,7.499150924902741
0x481a ,INDORES06DEL01 ,37.0,4.8,22.728163,75.884212,22.738163,75.894212,2022-03-28,Sunny,high,2,drinks,motorcycle,1,No ,metropolitian,20,Indore,15,Morning,28,3,2022,0,1.5145379501448524
0x2ea6 ,SURRES15DEL02 ,29.0,4.6,21.160522,72.771477,21.180522,72.791477,2022-04-05,Fog,low,1,drinks,motorcycle,0,No ,metropolitian,16,Surat,10,Morning,5,4,2022,0,3.04451222961956
0xbaa ,INDORES05DEL01 ,20.0,5.0,22.727021,75.884167,22.767021,75.924167,2022-03-19,Cloudy,high,1,snack,motorcycle,,No ,metropolitian,27,Indore,15,Afternoon,19,3,2022,1,6.057869454254451
0xd420 ,GOARES08DEL02 ,34.0,4.8,15.556561,73.763633,15.576561,73.783633,2022-02-13,Fog,low,0,snack,motorcycle,1,No ,urban,26,Goa,15,Morning,13,2,2022,1,3.091705220023028
0xa012 ,COIMBRES08DEL02 ,25.0,4.8,11.001852,76.976268,11.131852,77.106268,2022-03-27,Stormy,jam,1,meal,scooter,1,No ,metropolitian,26,Coimbatore,10,Night,27,3,2022,1,20.278545002243863
0x8f68 ,RANCHIRES08DEL01 ,36.0,4.5,23.353783,85.326967,23.363783,85.336967,2022-03-07,Stormy,low,1,snack,scooter,1,No ,metropolitian,28,Ranchi,5,Morning,7,3,2022,0,1.5113156186360044
0xae86 ,JAPRES07DEL01 ,35.0,4.9,26.766536,75.837333,26.806536,75.877333,2022-03-09,Cloudy,medium,1,buffet,scooter,1,No ,metropolitian,15,Jaipur,15,Afternoon,9,3,2022,0,5.969502196484773
0xbb5 ,MUMRES04DEL03 ,,,19.254567,72.848923,19.344567,72.938923,2022-03-20,,,3,snack,electric_scooter,1,No ,metropolitian,36,Mumbai,0,0,20,3,2022,1,13.777727887929782
0x6539 ,JAPRES20DEL02 ,25.0,4.6,26.956431,75.776649,27.036431,75.856649,2022-04-04,Windy,medium,0,drinks,motorcycle,0,No ,metropolitian,23,Jaipur,10,Evening,4,4,2022,0,11.929181086177838
0xc963 ,GOARES12DEL01 ,26.0,4.8,15.516833,73.768172,15.626833,73.878172,2022-02-16,Sunny,medium,2,meal,scooter,1,No ,metropolitian,13,Goa,5,Evening,16,2,2022,0,17.004167298423475
0xd300 ,KOCRES05DEL03 ,39.0,4.6,9.970717,76.285447,10.030717,76.345447,2022-02-11,Windy,low,2,snack,motorcycle,1,No ,metropolitian,27,Kochi,5,0,11,2,2022,0,9.3752593897003
0x65a6 ,PUNERES12DEL01 ,24.0,5.0,18.520016,73.830547,18.590016,73.900547,2022-04-06,Windy,jam,2,buffet,motorcycle,1,No ,metropolitian,19,Pune,15,Evening,6,4,2022,0,10.73858421505548
0x3aa8 ,COIMBRES08DEL03 ,37.0,4.5,11.001852,76.976268,11.031852,77.006268,2022-04-03,Sunny,low,0,drinks,motorcycle,1,No ,metropolitian,21,Coimbatore,15,Night,3,4,2022,1,4.680055790606234
0x6c62 ,VADRES20DEL03 ,39.0,5.0,22.311358,73.164798,22.341358,73.194798,2022-04-05,Sandstorms,medium,2,snack,scooter,1,No ,urban,25,Vadodara,5,Evening,5,4,2022,0,4.5497789914683375
0x9539 ,RANCHIRES13DEL01 ,37.0,3.9,23.374989,85.335486,23.444989,85.405486,2022-03-10,Stormy,jam,1,buffet,scooter,1,No ,metropolitian,40,Ranchi,10,Night,10,3,2022,0,10.577339591316393
0xc7ce ,ALHRES08DEL02 ,29.0,4.5,25.450329,81.834279,25.470329,81.854279,2022-02-15,Fog,high,1,snack,scooter,0,No ,metropolitian,22,Allahabad,5,Morning,15,2,2022,0,2.99991083655131
0x9429 ,CHENRES05DEL03 ,20.0,4.7,13.058616,80.264151,13.148616,80.354151,2022-03-02,Sandstorms,medium,1,snack,motorcycle,1,No ,metropolitian,20,Chennai,10,Evening,2,3,2022,0,13.986863356800209
0x1015 ,COIMBRES16DEL02 ,38.0,3.5,11.010375,76.95295,11.140375,77.08295,2022-03-29,Sandstorms,medium,2,snack,motorcycle,2,No ,urban,33,Coimbatore,15,Evening,29,3,2022,0,20.278255428060316
0x484d ,CHENRES17DEL02 ,38.0,4.4,13.045479,80.23311,13.175479,80.36311,2022-03-12,Fog,medium,2,drinks,scooter,0,No ,metropolitian,31,Chennai,10,Evening,12,3,2022,1,20.202971442986424
0x9673 ,CHENRES15DEL03 ,25.0,4.6,13.026286,80.275235,13.056286,80.305235,2022-03-17,Stormy,jam,2,buffet,scooter,0,No ,metropolitian,16,Chennai,10,Night,17,3,2022,0,4.662861466840399
0x2fc8 ,VADRES17DEL03 ,36.0,4.5,,,,,2022-03-08,Stormy,low,0,buffet,motorcycle,1,No ,urban,20,Vadodara,5,Night,8,3,2022,0,
0x98b2 ,VADRES13DEL01 ,34.0,4.7,22.310237,73.158921,22.350237,73.198921,2022-03-15,Cloudy,high,1,drinks,motorcycle,2,No ,metropolitian,39,Vadodara,10,Afternoon,15,3,2022,0,6.066294170593429
0x39a1 ,RANCHIRES01DEL03 ,31.0,5.0,23.416792,85.316842,23.506792,85.406842,2022-03-12,Stormy,medium,0,drinks,motorcycle,1,No ,metropolitian,36,Ranchi,10,Evening,12,3,2022,1,13.597000295507728
0xc772 ,KOCRES01DEL01 ,26.0,5.0,9.979363,76.285001,10.049363,76.355001,2022-02-18,Fog,medium,2,snack,scooter,1,No ,metropolitian,27,Kochi,5,Evening,18,2,2022,0,10.937576202526435
0x1c48 ,SURRES07DEL01 ,39.0,4.9,21.170798,72.790489,21.180798,72.800489,2022-03-30,Sunny,low,0,drinks,motorcycle,0,No ,metropolitian,24,Surat,5,Morning,30,3,2022,0,1.522230863125774
0x8d5b ,JAPRES12DEL01 ,37.0,4.1,26.902908,75.792934,27.012908,75.902934,2022-03-08,Sunny,jam,0,buffet,motorcycle,1,No ,urban,36,Jaipur,5,Evening,8,3,2022,0,16.405108061216474
0x3404 ,BANGRES06DEL01 ,39.0,4.1,12.979096,77.640625,13.089096,77.750625,2022-03-04,Sandstorms,jam,1,snack,motorcycle,0,No ,metropolitian,32,Bangalore,10,Night,4,3,2022,0,17.09739920397867
0x1c27 ,VADRES20DEL02 ,33.0,5.0,22.311358,73.164798,22.391358,73.244798,2022-03-10,Fog,medium,1,buffet,scooter,0,No ,metropolitian,30,Vadodara,5,Evening,10,3,2022,0,12.131740368426374
0x37df ,CHENRES18DEL03 ,27.0,4.9,12.981615,80.231598,13.071615,80.321598,2022-03-27,Sandstorms,low,1,drinks,motorcycle,1,No ,urban,16,Chennai,15,Night,27,3,2022,1,13.98898742455595
0x1fea ,BANGRES15DEL02 ,22.0,4.9,12.975377,77.696664,13.025377,77.746664,2022-03-11,Sunny,medium,0,meal,motorcycle,1,No ,,21,Bangalore,5,Evening,11,3,2022,0,7.772060584241638
0x115d ,PUNERES05DEL02 ,,,18.543626,73.905101,18.673626,74.035101,2022-03-23,Windy,medium,0,drinks,motorcycle,1,No ,metropolitian,43,Pune,0,0,23,3,2022,0,19.940114263270626
0xbf65 ,KNPRES17DEL02 ,34.0,,26.483042,80.317833,26.613042,80.447833,2022-02-12,Sunny,jam,0,snack,motorcycle,1,No ,metropolitian,25,Kanpur,10,Evening,12,2,2022,1,19.41889527228521
0x76eb ,RANCHIRES11DEL01 ,23.0,4.1,23.359194,85.325447,23.429194,85.395447,2022-03-16,Fog,jam,2,buffet,motorcycle,1,No ,metropolitian,32,Ranchi,5,Night,16,3,2022,0,10.57791655274054
0x600e ,VADRES19DEL02 ,29.0,4.4,22.311844,73.165081,22.441844,73.295081,2022-03-20,Cloudy,jam,2,snack,motorcycle,1,No ,metropolitian,34,Vadodara,5,Evening,20,3,2022,1,19.71241296935944
0xc656 ,DEHRES19DEL03 ,28.0,4.9,30.372202,78.077151,30.432202,78.137151,2022-02-17,Sunny,low,2,buffet,scooter,0,No ,metropolitian,23,Delhi,5,Night,17,2,2022,0,8.821204896390931
0x87e1 ,PUNERES20DEL01 ,21.0,5.0,18.592718,73.773572,18.602718,73.783572,2022-03-07,Sunny,low,0,meal,motorcycle,0,No ,metropolitian,15,Pune,15,Morning,7,3,2022,0,1.533901674467185
0x9664 ,PUNERES01DEL01 ,36.0,4.8,18.569156,73.774723,18.579156,73.784723,2022-03-09,Stormy,low,2,drinks,motorcycle,0,No ,metropolitian,28,Pune,10,Morning,9,3,2022,0,1.534002061586884
0x749d ,SURRES20DEL02 ,29.0,4.7,21.15276,72.778059,21.20276,72.828059,2022-03-11,Sandstorms,jam,2,snack,electric_scooter,1,No ,metropolitian,21,Surat,10,Night,11,3,2022,0,7.611107201182222
0x6227 ,RANCHIRES20DEL03 ,36.0,4.7,23.39925,85.390464,23.48925,85.480464,2022-03-23,Sandstorms,low,0,snack,motorcycle,0,No ,metropolitian,29,Ranchi,15,Night,23,3,2022,0,13.597825669187557
0x4b70 ,CHENRES16DEL02 ,36.0,4.7,13.049645,80.242268,13.129645,80.322268,2022-03-25,Stormy,low,2,drinks,motorcycle,,No ,metropolitian,24,Chennai,15,Night,25,3,2022,0,12.433110944121763
0x546 ,CHENRES15DEL02 ,,,13.026286,80.275235,13.156286,80.405235,2022-03-23,,,2,buffet,scooter,2,No ,metropolitian,43,Chennai,0,0,23,3,2022,0,20.203738187232464
0x5568 ,BANGRES14DEL01 ,30.0,4.7,12.949934,77.699386,12.959934,77.709386,2022-03-07,Sunny,high,1,meal,motorcycle,0,No ,urban,15,Bangalore,15,Morning,7,3,2022,0,1.554550534091532
0xbe17 ,MUMRES06DEL03 ,29.0,4.9,19.055831,72.833984,19.145831,72.923984,2022-03-25,Stormy,low,2,meal,scooter,0,No ,metropolitian,18,Mumbai,10,Night,25,3,2022,0,13.78557551756355
0xcfe3 ,ALHRES010DEL01 ,34.0,4.1,,,,,2022-02-12,Sandstorms,jam,1,snack,scooter,1,No ,metropolitian,41,Allahabad,10,Night,12,2,2022,1,
